country3,icao,iata,lat,lon
USA,K8KS,8KS,38.27869,-98.07805
USA,KLYO,LYO,38.34025,-98.228564
USA,KMHK,MHK,39.141233,-96.671797
USA,KTKO,TKO,39.802789,-98.221161
USA,K43K,43K,38.33751639,-96.99168889
USA,KMYZ,MYZ,39.856431,-96.630714
USA,KMPR,MPR,38.352444,-97.691333
USA,KMEJ,MEJ,37.278675,-100.356456
USA,KP28,P28,37.3,-98.5833
USA,KK51,K51,37.26252278,-98.5461925
USA,K45K,45K,39.09472278,-97.72059222
USA,K2K6,2K6,37.38059306,-96.27082972
USA,KK17,K17,37.58566667,-100.4701389
USA,K47K,47K,38.20909167,-97.502725
USA,K2K7,2K7,37.435,-95.647
USA,K48K,48K,38.47110278,-99.90806667
USA,KEWK,EWK,38.057078,-97.275228
USA,KNRN,NRN,39.850472,-99.894694
USA,K49K,49K,37.45557389,-97.833665
USA,KOEL,OEL,39.109944,-100.816433
USA,KOIN,OIN,39.834889,-100.539778
USA,K51K,51K,38.93139444,-94.88496417
USA,KIXD,IXD,38.830917,-94.890306
USA,KOJC,OJC,38.847603,-94.737586
USA,K52K,52K,39.49795,-96.17508333
USA,K53K,53K,38.6334375,-95.80179167
USA,KK75,K75,39.42917694,-98.67951639
USA,KK67,K67,37.15938889,-95.0415
USA,KOWI,OWI,38.539175,-95.253183
USA,K55K,55K,37.26910833,-97.09335417
USA,KK81,K81,38.54035306,-94.91994389
USA,KPPF,PPF,37.330814,-95.506175
USA,KPHG,PHG,39.735806,-99.317111
USA,KPTS,PTS,37.450056,-94.731222
USA,K0R9,0R9,39.19416667,-99.30305556
USA,K1KS,1KS,38.17343,-94.69032
USA,K57K,57K,38.12836111,-94.74744444
USA,K0P1,0P1,39.83169444,-99.56844444
USA,KPTT,PTT,37.702528,-98.747
USA,K1QK,1QK,39.03861,-100.23388
USA,KRSL,RSL,38.871364,-98.811603
USA,KK83,K83,39.90416667,-95.7794325
USA,KSLN,SLN,38.790611,-97.652222
USA,K1K9,1K9,37.45666667,-100.9846111
USA,KTQK,TQK,38.475028,-100.884444
USA,K61K,61K,37.14838528,-96.18526972
USA,K62K,62K,39.84722083,-96.11278083
USA,KK82,K82,39.76105556,-98.79344444
USA,KSYF,SYF,39.759167,-101.794667
USA,K8K4,8K4,39.2725,-96.06138889
USA,K3TA,3TA,37.95834833,-98.65036194
USA,K63K,63K,38.82125,-94.60952778
USA,KRCP,RCP,39.346583,-99.304639
USA,K0S2,0S2,39.37723194,-99.29509833
USA,K19S,19S,37.49685219,-100.8329069
USA,K3K3,3K3,37.99167972,-101.7462822
USA,KTOP,TOP,39.068667,-95.6225
USA,KFOE,FOE,38.950944,-95.663611
USA,K5K2,5K2,38.45418222,-101.7462828
USA,KULS,ULS,37.604,-101.373556
USA,K0H1,0H1,39.0044525,-99.89289917
USA,K69K,69K,39.19721889,-96.25888556
USA,KK38,K38,39.73350306,-97.04766389
USA,KEGT,EGT,37.324994,-97.388356
USA,K70K,70K,37.7655675,-97.43587861
USA,KK32,K32,37.74619444,-97.40602778
USA,KBEC,BEC,37.693917,-97.214917
USA,K71K,71K,37.64769444,-97.38369444
USA,KIAB,IAB,37.623117,-97.267628
USA,KCEA,CEA,37.648597,-97.2506
USA,KAAO,AAO,37.747583,-97.221111
USA,KICT,ICT,37.649944,-97.433056
USA,K72K,72K,37.6041825,-97.35893389
USA,KWLD,WLD,37.168611,-97.037528
USA,K8K5,8K5,37.85505278,-95.74774722
USA,KDWU,DWU,38.5545,-82.738
USA,KBWG,BWG,36.964528,-86.419667
USA,K1M9,1M9,36.81769444,-87.90744444
USA,KI96,I96,37.08533972,-85.34718444
USA,KCVG,CVG,39.048836,-84.667822
USA,K0I8,0I8,38.36616389,-84.28334444
USA,KDVK,DVK,37.577575,-84.769497
USA,K8M7,8M7,37.18893472,-87.67500639
USA,KEKX,EKX,37.686,-85.925028
USA,K2I3,2I3,37.60980556,-86.50716667
USA,KK62,K62,38.704075,-84.39181944
USA,KFGX,FGX,38.541806,-83.743389
USA,KHOP,HOP,36.672956,-87.491819
USA,KFTK,FTK,37.907064,-85.972033
USA,KFFT,FFT,38.181731,-84.90675
USA,K1M7,1M7,36.52589417,-88.91561611
USA,K27K,27K,38.23444444,-84.43469444
USA,KM34,M34,37.00969444,-88.29933333
USA,KGLW,GLW,37.031778,-85.95375
USA,KM21,M21,37.22623056,-87.15638611
USA,KI93,I93,37.78505944,-86.44192194
USA,KI35,I35,36.85933131,-83.35847425
USA,KJQD,JQD,37.458556,-86.849833
USA,K7K4,7K4,37.45832417,-86.84995194
USA,KCPF,CPF,37.387361,-83.261611
USA,KEHR,EHR,37.807833,-87.685694
USA,KHVC,HVC,36.856972,-87.455083
USA,KJKL,JKL,37.593861,-83.31725
USA,KK24,K24,37.00969722,-85.10273472
USA,KM20,M20,37.39977778,-86.26125
USA,KKY8,KY8,37.95319444,-86.85716667
USA,KLEX,LEX,38.03675,-84.608639
USA,KI53,I53,37.30855556,-85.05911111
USA,KLOZ,LOZ,37.086889,-84.077389
USA,KSDF,SDF,38.174086,-85.7365
USA,KLOU,LOU,38.227983,-85.66375
USA,K2I0,2I0,37.35593056,-87.39822222
USA,K5M9,5M9,37.33627222,-88.109725
USA,KGDA,GDA,37.33594,-88.11067
USA,KM25,M25,36.76962944,-88.58466839
USA,K1A6,1A6,36.6106375,-83.73741611
USA,KEKQ,EKQ,36.855278,-84.856139
USA,KSYM,SYM,38.215,-83.587611
USA,KIOB,IOB,38.058139,-83.979583
USA,KCEY,CEY,36.664581,-88.372775
USA,K2I2,2I2,38.2536925,-83.1429525
USA,KOWB,OWB,37.738833,-87.166828
USA,KPAH,PAH,37.060289,-88.772958
USA,KPBX,PBX,37.561811,-82.566433
USA,K18I,18I,36.69533333,-84.39144444
USA,KSJS,SJS,37.751028,-82.636694
USA,KK22,K22,37.75102778,-82.63669444
USA,K2M0,2M0,37.11513217,-87.85708217
USA,K8M9,8M9,37.42476667,-87.73612222
USA,KRGA,RGA,37.631533,-84.332442
USA,KI39,I39,37.6308475,-84.33233722
USA,K4M7,4M7,36.79991667,-86.81016667
USA,KBRY,BRY,37.814333,-85.499639
USA,KSME,SME,37.053583,-84.615639
USA,K8GK,8GK,38.6795,-84.9289
USA,K6I2,6I2,37.63347694,-85.24183806
USA,KI50,I50,37.85008167,-83.84575194
USA,KTWT,TWT,37.541778,-87.954361
USA,KAAS,AAS,37.358278,-85.309417
USA,KTZV,TZV,36.729028,-85.652389
USA,K9I3,9I3,37.91453139,-83.25212111
USA,KBYL,BYL,36.795,-84.199528
USA,KW38,W38,36.795,-84.19952778
USA,K0R3,0R3,29.97577778,-92.08422222
USA,KIYA,IYA,29.975778,-92.084222
USA,KESF,ESF,31.394903,-92.295772
USA,KAEX,AEX,31.327372,-92.548556
USA,K5F0,5F0,32.53070778,-92.95404778
USA,KBQP,BQP,32.756083,-91.880583
USA,KBTR,BTR,30.532917,-91.149889
USA,KBXA,BXA,30.813686,-89.864964
USA,K1B7,,29.35,-89.433
USA,K1B7,,29.35,-89.43
USA,KBVE,BVE,29.35,-89.43
USA,KLNQ,LNQ,29.35414,-89.43591
USA,KL89,L89,30.38131056,-92.14595667
USA,K2R6,2R6,30.95674722,-92.23409972
USA,K01R,01R,31.13333333,-92.56666667
USA,KF86,F86,32.12216667,-92.0545
USA,K0R7,0R7,31.990275,-93.30760833
USA,KL31,L31,30.44505417,-89.98887889
USA,K3R2,3R2,30.16173611,-92.48396111
USA,K5R8,5R8,30.44117222,-93.47349722
USA,KDRI,DRI,30.831722,-93.339917
USA,K0M9,0M9,32.41072222,-91.49852778
USA,K4R7,4R7,30.46628389,-92.42379917
USA,KF87,F87,32.72495583,-92.33716583
USA,KPOE,POE,31.044789,-93.191642
USA,KDNK,DNK,31.1136,-92.9656
USA,KBKB,BKB,31.15,-92.9667
USA,KAQV,AQV,31.394,-93.298
USA,K2R7,2R7,30.81944444,-90.1125
USA,KGAO,GAO,29.441111,-90.261111
USA,KREG,REG,30.171367,-90.940386
USA,KL38,L38,30.17272222,-90.94061111
USA,KGNI,GNI,29.26272694,-89.9611825
USA,KHDC,HDC,30.521686,-90.418381
USA,K5F4,5F4,32.78850806,-93.00366083
USA,KHUM,HUM,29.566503,-90.660428
USA,KL87,L87,33.00430111,-93.89323444
USA,KLA3,LA3,30.80778,-91.21333
USA,K2R1,2R1,29.89906944,-91.666
USA,K1R1,1R1,31.66735278,-92.15756389
USA,K3R7,3R7,30.24269903,-92.67349928
USA,KF88,F88,32.20199028,-92.73293028
USA,KL32,L32,31.620258,-91.83429206
USA,K5F5,5F5,32.3446,-93.79989722
USA,KLFT,LFT,30.205028,-91.98775
USA,KCWF,CWF,30.210583,-93.143194
USA,KLCH,LCH,30.126097,-93.223403
USA,K0M8,0M8,32.82587917,-91.187665
USA,KL39,L39,31.16819444,-93.34247222
USA,K3F3,3F3,32.07345972,-93.76551889
USA,K3R4,3R4,31.5445,-93.48597222
USA,KMKV,MKV,31.094667,-92.069056
USA,K7L9,7L9,30.69433611,-91.74636389
USA,KMNE,MNE,32.646028,-93.298083
USA,KF24,F24,32.64602778,-93.29808333
USA,KMLU,MLU,32.510861,-92.037667
USA,KIER,IER,31.735719,-93.099136
USA,KARA,ARA,30.037758,-91.883897
USA,K7N0,7N0,29.95268,-90.08273
USA,KVSH,VSH,29.95268333,-90.08273333
USA,KNBG,NBG,29.827214,-90.026589
USA,KMSY,MSY,29.993278,-90.259028
USA,KNEW,NEW,30.042417,-90.028267
USA,KHZR,HZR,30.718333,-91.478667
USA,K9M6,9M6,32.84921361,-91.40390611
USA,KACP,ACP,30.7505,-92.688492
USA,K5F8,5F8,32.79141667,-93.95654167
USA,KL47,L47,31.89609722,-92.21788333
USA,KOPL,OPL,30.558389,-92.099389
USA,KPTN,PTN,29.709547,-91.338978
USA,K2L0,2L0,31.34219167,-92.44357778
USA,K1R2,1R2,31.34219167,-92.44357778
USA,KL66,L66,31.47747222,-92.46116667
USA,KXPY,XPY,29.123,-90.202
USA,KM79,M79,32.48541972,-91.77106639
USA,KAPS,APS,30.087472,-90.582833
USA,K1L0,1L0,30.08700603,-90.58274908
USA,KRSN,RSN,32.514603,-92.588444
USA,KP92,P92,29.5622,-91.5256
USA,KDTN,DTN,32.540219,-93.745022
USA,KBAD,BAD,32.501933,-93.662628
USA,KSHV,SHV,32.446611,-93.825611
USA,KASD,ASD,30.346333,-89.820806
USA,KUXL,UXL,30.131444,-93.376167
USA,KSPH,SPH,32.983722,-93.409167
USA,KL33,L33,31.97334444,-91.23873333
USA,KM80,M80,32.41630833,-91.14885833
USA,KTVR,TVR,32.351611,-91.027689
USA,KL83,L83,29.74779194,-90.83289889
USA,K7LS,7LS,29.2619,-89.3636
USA,K0R4,0R4,31.56194444,-91.50641667
USA,K3F4,3F4,32.86133333,-94.01015361
USA,K6R1,6R1,30.24187361,-92.82931194
USA,K0L6,0L6,31.92321889,-92.64570444
USA,K0R5,0R5,31.96366222,-92.66026056
USA,KF89,F89,32.15300694,-91.69855694
USA,K1R4,1R4,31.12635278,-92.50128889
USA,KAYE,AYE,42.5702778,-71.6025
USA,K8B5,8B5,42.35638889,-72.13008333
USA,KBED,BED,42.469944,-71.289
USA,K1M8,1M8,41.83905556,-71.02647222
USA,KBVY,BVY,42.584139,-70.916139
USA,KBOS,BOS,42.362944,-71.006389
USA,KTAR,TAR,41.95,-71.1333
USA,KBOX,BOX,41.9558,-71.1375
USA,KTAW,TAW,41.95,-71.1333
USA,KTAN,TAN,41.874467,-71.016317
USA,KCQX,CQX,41.688306,-69.989639
USA,K1B2,1B2,41.35845056,-70.52447056
USA,KFMH,FMH,41.659139,-70.522806
USA,K5B6,5B6,41.58558333,-70.54036111
USA,KFIT,FIT,42.554111,-71.758972
USA,KGDM,GDM,42.549889,-72.016028
USA,KGBR,GBR,42.1842,-73.403253
USA,KMA6,MA6,42.00982389,-70.84309583
USA,K28M,28M,42.02513889,-70.83811111
USA,K1B6,1B6,42.10648583,-71.51009
USA,KHYA,HYA,41.669333,-70.280361
USA,KLWM,LWM,42.717086,-71.123556
USA,K1B9,1B9,42.00013306,-71.19677139
USA,K9B1,9B1,42.34316667,-71.509
USA,KGHG,GHG,42.0975,-70.673019
USA,K2B1,2B1,41.68527778,-70.40225
USA,KMVY,MVY,41.393422,-70.613883
USA,KMQE,MQE,42.217,-71.117
USA,K0B5,0B5,42.59136361,-72.52275472
USA,KACK,ACK,41.252975,-70.059911
USA,KEWB,EWB,41.676567,-70.957836
USA,K2B2,2B2,42.79536111,-70.83944444
USA,KAQW,AQW,42.696253,-73.170553
USA,K2B6,2B6,39.43756194,-83.70825611
USA,K7B2,7B2,42.32816806,-72.61151667
USA,KOWD,OWD,42.190528,-71.172944
USA,KORE,ORE,42.57,-72.2885
USA,KPSF,PSF,42.427619,-73.290839
USA,KPYM,PYM,41.908617,-70.727686
USA,KPVC,PVC,42.072278,-70.220722
USA,KNZW,NZW,42.15,-70.9333
USA,K3B0,3B0,42.10111111,-72.03883333
USA,K60M,60M,42.2905,-71.96469444
USA,KCEF,CEF,42.194014,-72.534783
USA,K3B3,3B3,42.42591667,-71.79286111
USA,K6B6,6B6,42.46116111,-71.51867917
USA,KBAF,BAF,42.157944,-72.715861
USA,KORH,ORH,42.267139,-71.875611
USA,KAPG,APG,39.466219,-76.168808
USA,KQAH,,39.05,-76.58
USA,KNAK,NAK,38.9833,-76.4833
USA,KANP,ANP,38.942878,-76.5684
USA,KDMH,DMH,39.2833,-76.6167
USA,KW48,W48,39.26242083,-76.4321125
USA,K4MD,4MD,39.27222222,-76.57166667
USA,KBWI,BWI,39.175728,-76.668992
USA,KMTN,MTN,39.325667,-76.413778
USA,KCGE,CGE,38.539333,-76.030389
USA,KRSP,RSP,39.6459,-77.4685
USA,KADW,ADW,38.810825,-76.867047
USA,KNSF,NSF,38.81083333,-76.867
USA,K0W3,0W3,39.56683778,-76.20240278
USA,KW32,W32,38.74826139,-76.93281694
USA,KCGS,CGS,38.980583,-76.922306
USA,KW41,W41,38.0175875,-75.82779278
USA,K1W3,1W3,39.60525,-78.76088889
USA,KCBE,CBE,39.615306,-78.761478
USA,KESN,ESN,38.804167,-76.069
USA,KEDG,EDG,39.391875,-76.291125
USA,K1W5,1W5,39.40794444,-76.92755556
USA,K58M,58M,39.57419444,-75.86977778
USA,KW42,W42,39.50133333,-76.41133333
USA,KFME,FME,39.085386,-76.759414
USA,KFDK,FDK,39.417556,-77.374306
USA,KVKX,VKX,38.748642,-76.955922
USA,KGAI,GAI,39.168333,-77.166
USA,KHGR,HGR,39.7085,-77.7265
USA,KM06,M06,39.54150222,-76.06967167
USA,K2W5,2W5,38.60053667,-77.07296917
USA,KW18,W18,39.07694333,-76.82797639
USA,KW50,W50,39.24355556,-77.15033333
USA,K2W6,2W6,38.31536111,-76.55011111
USA,KMD1,MD1,39.29936111,-75.79938889
USA,KW00,W00,38.94135194,-76.77238306
USA,K2G4,2G4,39.58081292,-79.33593667
USA,KOXB,OXB,38.310444,-75.123972
USA,KNHK,NHK,38.286331,-76.409967
USA,KRJD,RJD,38.970114,-75.866325
USA,K1N5,1N5,38.41266667,-75.61686111
USA,KSBY,SBY,38.340189,-75.509478
USA,KNUI,NUI,38.146,-76.428472
USA,K3W3,3W3,38.91811111,-76.35883333
USA,KW29,W29,38.97638889,-76.32963889
USA,K2W2,2W2,39.46702778,-77.01744444
USA,KDMW,DMW,39.608278,-77.007667
USA,KME3,ME3,46.39583333,-69.005
USA,KLEW,LEW,44.048472,-70.283508
USA,KAUG,AUG,44.32065,-69.797319
USA,KM00,M00,44.26756889,-69.78171111
USA,KBGR,BGR,44.807444,-68.828139
USA,K06B,06B,44.90701333,-68.80503611
USA,KBHB,BHB,44.449706,-68.361489
USA,KBST,BST,44.409389,-69.011833
USA,K0B1,0B1,44.42516667,-70.80991667
USA,KB19,B19,43.46411111,-70.47238889
USA,K07B,07B,44.44797222,-68.56969444
USA,K08B,08B,44.0,-69.88713889
USA,K0B2,0B2,44.76383333,-68.76786111
USA,KNHZ,NHZ,43.89236389,-69.93883028
USA,KBXM,BXM,43.892356,-69.938831
USA,KCAR,CAR,46.871639,-68.018194
USA,KB21,B21,45.08533333,-70.21633333
USA,K1ME,1ME,46.060875,-69.40944444
USA,K39B,39B,46.21670639,-69.24949583
USA,K40B,,46.617,-69.533
USA,K40B,,46.62,-69.53
USA,K40B,,46.61,-69.52
USA,KME2,ME2,44.68,-67.26436111
USA,K43B,43B,44.72641667,-67.99072222
USA,K1B0,1B0,45.00413889,-69.23702778
USA,K44B,44B,45.17747222,-69.24466667
USA,KHUL,,46.124608,-67.792361
USA,K03M,03M,44.31522222,-69.88705556
USA,KEPM,EPM,44.910111,-67.012694
USA,K3B4,3B4,43.1431425,-70.77227667
USA,KFVE,FVE,47.2855,-68.312722
USA,KIZG,IZG,43.991139,-70.947889
USA,KGNR,GNR,45.46666667,-69.58333333
USA,K3B1,3B1,45.46302778,-69.55161111
USA,K21M,21M,45.46254722,-69.6195
USA,K52B,52B,45.47461278,-69.6038575
USA,KHUL,HUL,46.124608,-67.792361
USA,K57B,57B,44.30247222,-68.91058333
USA,K60B,60B,45.63338,-70.26617861
USA,K59B,59B,45.63275583,-70.24879222
USA,KPG1,PG1,44.86772,-68.97711
USA,K63B,63B,43.76302778,-70.67247222
USA,KLRG,LRG,45.362161,-68.534747
USA,KB10,B10,44.41,-70.14608333
USA,K65B,65B,44.83655556,-67.02697222
USA,KMVM,MVM,44.703111,-67.478611
USA,K66B,66B,45.03340944,-67.34943556
USA,KMLT,MLT,45.647833,-68.685556
USA,K70B,70B,45.72838111,-68.84448556
USA,K75B,75B,44.49173167,-69.99116583
USA,K5ME,5ME,43.95455556,-70.59108333
USA,K76B,76B,43.97090556,-70.60367
USA,K78B,78B,45.65421417,-68.94948778
USA,KOWK,OWK,44.7155,-69.866472
USA,KOLD,OLD,44.952336,-68.674494
USA,K81B,81B,44.15744444,-70.48127778
USA,K85B,85B,46.10421444,-68.56198167
USA,K2B7,2B7,44.76852778,-69.37441667
USA,K87B,87B,46.76027778,-68.48083333
USA,KPWM,PWM,43.645644,-70.308617
USA,KGYX,GYX,43.8925,-70.25722222
USA,KPQI,PQI,46.688961,-68.044789
USA,K83B,83B,46.70754167,-68.06114111
USA,KPNN,PNN,45.200667,-67.564389
USA,KM57,M57,44.95330556,-70.66305556
USA,K8B0,8B0,44.991895,-70.66462472
USA,KRKD,RKD,44.060075,-69.099256
USA,K98M,98M,43.57572,-70.51886
USA,KSFM,SFM,43.393806,-70.708
USA,K92B,92B,47.19309611,-68.23142611
USA,K93B,93B,44.17322222,-68.68025
USA,KME5,ME5,44.16538889,-68.42816667
USA,K3B5,3B5,44.18894444,-70.23286111
USA,K05B,05B,47.15893194,-67.93196833
USA,KME6,ME6,44.17452778,-70.01894444
USA,KWVL,WVL,44.53325,-69.675528
USA,KIWI,IWI,43.961417,-69.712556
USA,KADG,ADG,41.866278,-84.078
USA,K35D,35D,42.53046764,-85.82374844
USA,KAMN,AMN,43.322139,-84.687944
USA,K53M,53M,45.13234722,-83.44802778
USA,KAPN,APN,45.078083,-83.560306
USA,KARB,ARB,42.222925,-83.745658
USA,KY93,Y93,45.00000833,-84.13333667
USA,K07D,07D,43.064475,-82.72383333
USA,K39G,39G,43.0300275,-82.66936861
USA,KE53,E53,43.78381194,-82.98624861
USA,KBAX,BAX,43.780222,-82.985417
USA,KE53,E53,43.84623,-83.04679
USA,K7D3,7D3,43.8754875,-85.84212361
USA,K4M4,4M4,43.12864,-84.38126
USA,K2P4,2P4,46.78491667,-88.57783333
USA,K41G,41G,42.84031111,-84.479145
USA,KBTL,BTL,42.306472,-85.250089
USA,K3CM,3CM,43.54694444,-83.89547222
USA,KSJX,SJX,45.692222,-85.566611
USA,K6Y8,6Y8,45.72116242,-85.5203445
USA,K56C,56C,43.07568,-85.26852
USA,KACB,ACB,44.988583,-85.198361
USA,K43G,43G,42.17670694,-83.54576972
USA,KBEH,BEH,42.128381,-86.424881
USA,KC20,C20,41.95172167,-86.36765889
USA,KRQB,RQB,43.722639,-85.504056
USA,K44G,44G,41.85560361,-83.87077444
USA,K6Y1,6Y1,45.76629767,-84.50381394
USA,KN98,N98,45.20834167,-84.99032917
USA,KBFA,BFA,45.165842,-84.924114
USA,K45G,45G,42.56981389,-83.77852778
USA,K6G8,6G8,42.09504111,-84.24078111
USA,K55D,55D,43.18053,-82.98363
USA,KCAD,CAD,44.275333,-85.418917
USA,KW87,W87,42.0181,-83.37715417
USA,KCFS,CFS,43.458861,-83.445444
USA,K2F2,2F2,43.49140556,-82.6236
USA,KCVX,CVX,45.304861,-85.275306
USA,K49G,49G,42.57920306,-84.90832361
USA,KFPK,FPK,42.574083,-84.812111
USA,KSLH,SLH,45.653739,-84.519303
USA,K2M7,2M7,45.53194444,-84.30805556
USA,K50G,50G,43.18318139,-84.13328164
USA,KMI1,MI1,43.75386,-84.81094
USA,K48D,48D,43.83448167,-84.74015472
USA,K7N4,7N4,42.07781972,-83.98605417
USA,K51G,51G,43.14308194,-83.79579528
USA,KOEB,OEB,41.933489,-85.052308
USA,KC01,C01,39.65555556,-75.01444444
USA,KP59,P59,47.4667,-87.8833
USA,KC61,C61,43.38495,-85.3687
USA,K56M,56M,42.96302,-84.04457
USA,K55G,55G,43.29780278,-82.60659306
USA,K50D,50D,46.00913333,-88.2739
USA,K6G0,6G0,43.02913806,-83.52967306
USA,K56G,56G,43.57771167,-82.647639
USA,KYIP,YIP,42.240028,-83.530889
USA,KDET,DET,42.409328,-83.010183
USA,KDTW,DTW,42.212444,-83.353389
USA,K2E8,2E8,42.42512,-83.86854
USA,KC91,C91,41.99291667,-86.12827778
USA,KMI4,MI4,46.04028,-83.69139
USA,KD22,D22,46.02479,-83.75251
USA,KDRM,DRM,46.009311,-83.743933
USA,K29M,29M,42.89072,-83.93204
USA,KY94,Y94,45.13009028,-85.10658889
USA,K6D9,6D9,44.31282194,-83.42230417
USA,K59M,59M,45.05583611,-85.35590528
USA,K60G,60G,42.5836475,-84.65137
USA,K34U,34U,44.83889111,-85.43118139
USA,K68R,68R,43.39947583,-84.80084472
USA,K200,200,42.95161111,-82.77591667
USA,K2E2,2E2,42.95161,-82.77592
USA,KY87,Y87,44.78749778,-86.00425806
USA,KM84,M84,41.78269444,-83.51777778
USA,KESC,ESC,45.722675,-87.093717
USA,K9C8,9C8,43.8958525,-85.27920861
USA,KM47,M47,44.5675,-85.34416667
USA,KFNT,FNT,42.965472,-83.74475
USA,K3DA,3DA,43.05250242,-83.80489978
USA,K65G,65G,42.71725556,-84.06245972
USA,KE66,E66,42.71708333,-84.06194444
USA,K66G,66G,43.31391306,-83.70968444
USA,KFKS,FKS,44.625219,-86.200808
USA,KFFX,FFX,43.439306,-85.994889
USA,K39Z,39Z,43.10501861,-86.1236625
USA,K4Y4,4Y4,44.91251056,-84.87642944
USA,KGLR,GLR,45.013028,-84.703444
USA,K68G,68G,43.12502611,-83.62634472
USA,KGDW,GDW,43.970589,-84.475019
USA,K5M6,5M6,44.1403,-84.43751
USA,K3GM,3GM,43.03405556,-86.19816667
USA,K4D0,4D0,42.77420167,-84.73309806
USA,KY98,Y98,46.62081611,-85.91682528
USA,KGRR,GRR,42.880833,-85.522806
USA,K01C,01C,43.34168861,-85.7750475
USA,KGOV,GOV,44.680333,-84.728861
USA,K6D6,6D6,43.14213889,-85.25386111
USA,K69G,69G,42.44170167,-84.06661861
USA,KONZ,ONZ,42.099078,-83.161469
USA,KH80,H80,44.36469444,-83.76266667
USA,KM47,M47,44.35,-83.94222
USA,KMGN,MGN,45.425472,-84.913472
USA,K4Y9,4Y9,44.30833806,-85.77228917
USA,K80D,80D,44.05279667,-84.81252417
USA,K5Y0,5Y0,44.66822222,-83.30511111
USA,KZ92,Z92,42.58941667,-82.57566667
USA,KHD6,HD6,42.59223,-82.57195
USA,KC04,C04,43.64175,-86.32966667
USA,K9D9,9D9,42.66345969,-85.3463195
USA,K5Y1,5Y1,46.03584972,-84.41975806
USA,K13D,13D,42.62916667,-83.68308333
USA,KY95,Y95,45.08292844,-83.93402472
USA,KJYM,JYM,41.921303,-84.5867
USA,KBIV,BIV,42.742778,-86.107833
USA,KHLM,HLM,42.795911,-86.161986
USA,K5Y2,5Y2,44.32918278,-84.79169528
USA,KHTL,HTL,44.359869,-84.669483
USA,KCMX,CMX,47.168417,-88.489061
USA,KOZW,OZW,42.629428,-83.982194
USA,K13M,13M,42.60416667,-83.85861111
USA,K4Y1,4Y1,42.56519444,-83.85629167
USA,KY65,Y65,45.408345,-84.60003556
USA,KY88,Y88,44.6061125,-85.75840944
USA,KY70,Y70,42.93799753,-85.06055717
USA,KIMT,IMT,45.818361,-88.114556
USA,KY73,Y73,46.07876389,-88.63549167
USA,KIWD,IWD,46.527472,-90.131389
USA,KM61,M61,46.34521861,-87.78846806
USA,KJXN,JXN,42.260444,-84.462139
USA,K08C,08C,42.93585833,-85.80503528
USA,K11C,11C,42.17447,-85.55104
USA,KAZO,AZO,42.234389,-85.551556
USA,K4N0,4N0,42.28892639,-85.75001056
USA,KY89,Y89,44.72518333,-85.203125
USA,K24M,24M,43.24474639,-85.71170889
USA,K15W,15W,42.89447556,-84.39025361
USA,KY91,Y91,44.32028778,-85.17115444
USA,KD15,D15,43.64447278,-84.98196833
USA,K13C,13C,43.45213722,-85.26480333
USA,KDUH,DUH,41.735875,-83.655764
USA,KLAN,LAN,42.778639,-84.586194
USA,KD95,D95,43.06643889,-83.27176111
USA,K8M8,8M8,44.80652778,-84.27619444
USA,K7MI,7MI,43.34694,-82.55222
USA,K3L7,3L7,44.73834556,-83.37969222
USA,K9G2,9G2,42.80761361,-83.76990667
USA,K24C,24C,42.95392,-85.34390583
USA,KLDM,LDM,43.962528,-86.407917
USA,K5Y4,5Y4,44.66001472,-84.23751194
USA,KMCD,MCD,45.864983,-84.637094
USA,KD90,D90,44.92500639,-85.06671889
USA,K75G,75G,42.19503722,-84.03079222
USA,KMBL,MBL,44.272472,-86.246889
USA,KP75,P75,45.95,-86.2297
USA,KISQ,ISQ,45.974639,-86.171833
USA,K76G,76G,42.72086583,-82.59574694
USA,K77G,77G,43.31183333,-83.09091667
USA,KMQT,MQT,46.53333333,-87.55
USA,KSAW,SAW,46.349167,-87.396361
USA,KRMY,RMY,42.251194,-84.955444
USA,KTEW,TEW,42.565778,-84.423194
USA,K27C,27C,43.62919361,-85.26253583
USA,K0C5,0C5,43.57641694,-85.28059056
USA,KMNM,MNM,45.126689,-87.638542
USA,KIKW,IKW,43.662917,-84.261306
USA,K51M,51M,44.68056889,-84.12500556
USA,KTTF,TTF,41.939889,-83.434667
USA,K6Y0,6Y0,44.46251194,-84.99587444
USA,KMTC,MTC,42.613894,-82.836911
USA,KMOP,MOP,43.621639,-84.737306
USA,K5Y7,5Y7,46.35411667,-86.62099028
USA,KP53,P53,46.4167,-86.65
USA,KMKG,MKG,43.169489,-86.238222
USA,K3NP,3NP,42.17087167,-84.25967333
USA,K6H4,6H4,42.15642778,-84.33439639
USA,K26W,26W,42.20972222,-84.23166667
USA,KY47,Y47,42.50311694,-83.62371667
USA,K6Y5,6Y5,46.69335,-85.4221
USA,KERY,ERY,46.311,-85.457167
USA,K3TR,3TR,41.83590806,-86.22517611
USA,K6Y3,6Y3,45.48227,-85.78042
USA,K5D5,5D5,45.16437906,-85.57549914
USA,K5N7,5N7,43.09719056,-86.09461861
USA,K33C,33C,43.08224167,-86.09477222
USA,KY96,Y96,45.37084528,-84.22501444
USA,K11J,11J,42.425,-84.57802778
USA,KOGM,OGM,46.845472,-89.367083
USA,KOSC,OSC,44.451528,-83.394167
