country3,icao,iata,lat,lon
USA,,FPN,56.8,-132.8167
USA,K63A,63A,56.81131972,-132.9600567
USA,KPNP,PNP,57.58038056,-157.5719569
USA,PAPN,PIP,57.580381,-157.571958
USA,PAPN,,57.580381,-157.571958
USA,K0AK,0AK,61.93455556,-162.8995556
USA,PAPM,PTU,59.017831,-161.827192
USA,,PTU,59.01151806,-161.8194157
USA,,PLI,58.1667,-135.5
USA,,KPB,56.35185972,-133.6225864
USA,PAPO,PHO,68.34875,-166.799278
USA,,PIZ,69.732875,-163.0053417
USA,PPIZ,PIZ,69.732,-163.006
USA,,PRT,58.4167,-134.95
USA,,PRT,58.4,-134.95
USA,PAAD,,70.136,-146.290028
USA,,Z76,56.25,-134.65
USA,PAAP,AHP,56.24684222,-134.6481539
USA,K16K,16K,55.78490528,-133.5942236
USA,KTPO,TPO,60.20433333,-154.3188728
USA,PAKX,05K,60.19848,-154.32305
USA,,KPY,57.93011111,-153.0405592
USA,PAPC,KPC,65.253456,-166.857628
USA,,PGM,59.34825944,-151.8315389
USA,PAPH,PTH,56.9591,-158.633361
USA,,ORI,57.8853775,-152.8461011
USA,,KSR,56.227,-160.228
USA,PAAL,PML,56.005986,-160.560792
USA,K19P,19P,56.32880417,-133.6100844
USA,KPWR,PWR,56.38101722,-134.6509311
USA,KKPR,KPR,58.49013694,-152.582165
USA,PAOC,A14,58.906525,-157.711167
USA,PATO,POR,60.783,-148.85
USA,PAPR,PPC,66.814056,-150.643611
USA,PAUD,PUO,70.25,-148.3333
USA,PAPT,PTI,62.1,-152.75
USA,K01A,01A,62.94361083,-152.2700164
USA,K20K,20K,65.35398083,-149.7622242
USA,K5QC,5QC,65.40593306,-164.6557247
USA,,JLA,60.48274472,-149.7188022
USA,KAQH,AQH,59.75509444,-161.8453667
USA,PAQH,KWN,59.755094,-161.845367
USA,,RAD,57.6,-136.15
USA,K6AK,6AK,62.08414194,-152.7175247
USA,,RMP,65.5079,-150.1408333
USA,PFMP,,65.5079,-150.140833
USA,,RDV,61.78807639,-157.3503092
USA,PADG,DGG,68.032111,-162.899194
USA,PARY,RBY,64.727214,-155.469889
USA,PARS,RSH,61.774892,-161.3194
USA,KA23,A23,56.88633222,-134.1583878
USA,PASM,KSM,62.060833,-163.301833
USA,KZ81,Z81,64.90924778,-165.0126275
USA,KWSJ,WSJ,57.73037444,-153.3205972
USA,PASD,SDP,55.313694,-160.521417
USA,PASA,,63.686278,-170.493167
USA,PASA,SVA,63.686278,-170.493167
USA,PACM,SCM,61.844542,-165.57375
USA,PASK,WLK,66.600139,-159.98575
USA,,WLK,66.60014,-159.98575
USA,KA27,A27,59.43410528,-151.7076611
USA,PASO,SOV,59.443906,-151.705042
USA,KSWD,SWD,60.12693833,-149.4188122
USA,PAWD,,60.11666667,-149.45
USA,PAWD,,60.129886,-149.416631
USA,PAHX,SHX,62.692306,-159.569222
USA,K2C7,2C7,64.37108333,-161.2239722
USA,PFSH,2C7,64.371083,-161.223972
USA,PASP,SMU,61.811281,-147.509053
USA,PASP,,61.811281,-147.509053
USA,,SYA,52.71226,-174.11359
USA,PASY,SYA,52.712258,174.113589
USA,PASH,SHH,66.249583,-166.089361
USA,PAGH,SHG,66.888078,-157.162403
USA,PASS,SSR,58.1667,-135.25
USA,PAKA,,60.872389,-146.691167
USA,KA29,A29,57.05213778,-135.3462086
USA,PASI,SIT,57.046833,-135.361069
USA,,SKJ,56.55,-154.133
USA,K7K2,7K2,59.44689528,-135.3226633
USA,PAGY,SGY,59.460061,-135.315664
USA,,SGY,59.46006,-135.31566
USA,,SKW,61.96611,-151.19539
USA,PASW,SKW,61.966114,-151.195392
USA,PASW,,61.966114,-151.195392
USA,,DDT,62.72461194,-143.9205144
USA,PASL,SLQ,61.7005,-157.165861
USA,,5SO,62.033,-142.667
USA,PASX,SXQ,60.475139,-151.039639
USA,PASX,,60.475139,-151.039639
USA,KSD1,SD1,60.49137333,-151.0777794
USA,KL85,L85,60.53361111,-150.9955556
USA,,SOL,64.5833,-164.4
USA,,WSN,58.70208333,-157.0025833
USA,PFWS,WSN,58.702083,-157.002583
USA,PASV,SVW,61.097114,-155.574808
USA,K36H,36H,55.23333917,-160.5520264
USA,PAPB,PBV,56.577361,-169.663722
USA,PAMK,SMK,63.490056,-162.110389
USA,,5S8,63.4833,-162.1
USA,PASN,SNP,57.166306,-170.222556
USA,,WSB,55.52963861,-133.6416972
USA,,WBB,63.51597083,-162.2779931
USA,,AN0,60.53311,-150.84342
USA,PFSV,SVS,66.01706111,-149.0543694
USA,,SRV,61.78975,-156.5885278
USA,PAST,UMM,63.331039,-149.128836
USA,PAJV,JVM,61.73141639,-148.9277606
USA,PAHE,5GN,61.9013889,-147.3044444
USA,,TCT,62.99270417,-156.0681903
USA,PPCT,,62.992944,-156.029722
USA,KA43,A43,58.06911389,-134.0153564
USA,KTKL,TKL,58.48968306,-133.9434211
USA,KAK8,AK8,62.31341389,-150.06935
USA,PATK,TKA,62.321361,-150.092722
USA,,TSG,63.37436722,-143.3355739
USA,,TGA,51.75,-178.0333
USA,PATA,TAL,65.174389,-152.108111
USA,PATL,TLJ,62.894908,-155.978039
USA,K7KA,7KA,60.87238889,-146.6911667
USA,K8KA,8KA,62.29328694,-153.3619531
USA,,ATM,60.86778,-157.39194
USA,KZ14,Z14,62.06478861,-146.4605219
USA,K5AK,5AK,62.0634,-146.4494114
USA,K2K5,2K5,63.39387278,-153.2689733
USA,PATE,TER,65.240389,-166.339389
USA,,TLA,65.2667,-166.35
USA,,TKE,57.77965833,-135.2184439
USA,K3T4,3T4,63.125,-142.5183333
USA,KK55,K55,61.17727028,-145.6884339
USA,,KTB,55.68796194,-132.5366758
USA,PATC,TNC,65.564025,-167.922519
USA,,TOG,59.05362611,-160.3969242
USA,PATG,TOG,59.053556,-160.396778
USA,PFTO,6K8,63.329514,-142.953683
USA,PATJ,TKJ,63.3294444,-142.9533333
USA,,Z12,63.317,-142.717
USA,K57A,57A,55.93713333,-133.3267214
USA,K58A,58A,62.11341139,-146.0410667
USA,,Z01,61.55,-145.2167
USA,PAOO,OOK,60.541333,-165.087194
USA,,MUY,68.6333,-149.5667
USA,K9AK,9AK,64.02565972,-148.5223375
USA,,TRP,54.8,-130.9333
USA,,TLT,61.09683333,-160.9694722
USA,PALT,,61.087728,-160.923353
USA,KA61,A61,60.33534556,-162.6670094
USA,KZ20,Z20,60.34145667,-162.6656206
USA,POKA,4KA,60.57554694,-165.2716483
USA,KA63,A63,59.074525,-160.2750417
USA,KTYE,TYE,61.0766625,-151.1380703
USA,K9A8,9A8,57.523425,-157.3959944
USA,,UGA,57.505,-157.394
USA,,UGB,57.42535806,-157.7398656
USA,PAUM,UMT,69.371114,-152.134983
USA,,UMB,53.511,-167.922
USA,,UMK,53.367,-167.9
USA,,UNS,53.3833,-167.9
USA,PAUN,UNK,63.8885,-160.799111
USA,PADU,DUT,53.898944,-166.545028
USA,PAIM,UTO,65.992772,-153.703489
USA,PAVW,VWS,61.13333333,-146.35
USA,KL93,L93,61.08712222,-146.1440083
USA,PAVD,VDZ,61.134217,-146.244761
USA,PAVE,VEE,67.008675,-146.366358
USA,PAWI,AWI,70.638,-159.99475
USA,,5WW,70.638,-159.99475
USA,PAWT,AIN,70.6133333,-159.8602778
USA,PAIW,IWK,65.622586,-168.094939
USA,,BNF,57.088,-134.833
USA,K3K9,3K9,61.58875,-149.3850611
USA,K4A3,4A3,61.57465,-149.4727778
USA,K5L6,5L6,61.58640611,-149.4074992
USA,PAWS,IYS,61.571658,-149.540294
USA,K3H3,3H3,61.59761111,-149.3163611
USA,KD75,D75,61.57608056,-149.6755694
USA,K29A,29A,61.62890278,-149.6178403
USA,K3A3,3A3,61.61346111,-149.6655694
USA,KT66,T66,61.61901111,-149.6785611
USA,KKWF,KWF,55.29632278,-133.2433358
USA,,KWF,55.295,-133.244
USA,,KWP,57.77010944,-153.5489481
USA,PAWM,WMO,64.689194,-163.41275
USA,PATO,,60.78,-148.83
USA,,5WT,60.7667,-148.6833
USA,PAWR,IEM,60.777169,-148.719653
USA,,UUO,61.75419,-150.05174
USA,PAUO,UUO,61.754189,-150.051739
USA,K2X2,2X2,61.74398889,-150.0591389
USA,KMFN,MFN,61.72131111,-150.0468694
USA,,WSM,67.40457333,-150.1227417
USA,K68A,68A,56.466325,-132.3800181
USA,PAWG,WRG,56.484333,-132.369833
USA,PACY,CYT,60.08333333,-142.5
USA,K2Y3,2Y3,59.5624775,-139.7410994
USA,KA57,A57,59.19921667,-138.451
USA,,3AK,59.16433,-138.48881
USA,KA69,A69,59.24804194,-138.5036706
USA,PAYA,YAK,59.503322,-139.660269
USA,KA70,A70,59.40471667,-139.2329333
USA,KA67,A67,59.41443889,-139.0250494
USA,KA68,A68,59.55164417,-139.5091878
USA,KA77,A77,63.00186806,-156.3673603
USA,K78K,78K,55.91630139,-131.8011336
USA,KL20,L20,65.31133556,-143.1354517
USA,K0J0,0J0,31.60016667,-85.23816667
USA,K2A8,2A8,34.20926833,-87.15806722
USA,KEET,EET,33.177778,-86.783222
USA,K8A0,8A0,34.22911111,-86.25575
USA,KALX,ALX,32.91475,-85.962944
USA,KAIV,AIV,33.106744,-88.197175
USA,K79J,79J,31.30875,-86.39377778
USA,KANB,ANB,33.588167,-85.858111
USA,K1M3,1M3,34.9778625,-86.88472611
USA,K26A,26A,33.28402778,-85.80902778
USA,K0R1,0R1,31.01621528,-87.44675694
USA,KAUO,AUO,32.615119,-85.434014
USA,KNBJ,NBJ,30.38908722,-87.6352625
USA,K1R8,1R8,30.87033333,-87.81933333
USA,K5R7,5R7,30.45464139,-88.21055806
USA,K2A3,2A3,57.53508333,-153.9766667
USA,KEKY,EKY,33.312611,-86.926306
USA,KBHM,BHM,33.563889,-86.752306
USA,K12J,12J,31.05083333,-87.06597222
USA,K60A,60A,31.73280556,-85.80419444
USA,K09A,09A,32.11931306,-88.1274625
USA,K61A,61A,31.97974722,-87.33911528
USA,KC22,C22,34.15987361,-85.63512944
USA,KPYP,PYP,34.089917,-85.610083
USA,K0A8,0A8,32.93693889,-87.09054722
USA,K5R1,5R1,31.45183222,-88.19445306
USA,K02A,02A,32.85048333,-86.61143611
USA,K11A,11A,31.88333333,-85.48522222
USA,K9A4,9A4,34.65938889,-87.34883333
USA,K15A,15A,30.91323889,-87.98055278
USA,KCMD,CMD,34.268694,-86.858028
USA,K3A1,3A1,34.26869444,-86.85802778
USA,K4R9,4R9,30.26049167,-88.12747222
USA,KDCU,DCU,34.654056,-86.945361
USA,KDYA,DYA,32.463833,-87.954056
USA,KDHN,DHN,31.321028,-85.449472
USA,K3M2,3M2,34.14430556,-87.32775
USA,K14J,14J,31.41004167,-86.09033611
USA,KEDN,EDN,31.299722,-85.899833
USA,KEUF,EUF,31.951306,-85.128917
USA,K3A7,3A7,32.82096278,-87.86251361
USA,KGZH,GZH,31.415,-87.043361
USA,KEVR,EVR,31.417,-87.033
USA,KCQF,CQF,30.4605,-87.877028
USA,K4R4,4R4,30.4605,-87.87702778
USA,K5AL,5AL,30.45,-87.80777778
USA,KM95,M95,33.70910525,-87.81520892
USA,K0J4,0J4,31.04247361,-86.31156111
USA,K5R4,5R4,30.42766667,-87.70097222
USA,K67A,67A,31.97237083,-86.59164139
USA,K4A9,4A9,34.47369444,-85.72138889
USA,KFHK,FHK,31.31683833,-85.66660194
USA,KOZR,OZR,31.275667,-85.713333
USA,KLOR,LOR,31.35583333,-85.75116667
USA,KGAD,GAD,33.97265,-86.089083
USA,K33J,33J,31.05252778,-85.86897222
USA,K7A0,7A0,32.68147222,-87.66208333
USA,KPRN,PRN,31.845694,-86.61075
USA,K3A0,3A0,31.68932389,-87.7613875
USA,KJKA,JKA,30.289639,-87.671778
USA,K8A1,8A1,34.39943611,-86.27018056
USA,K1M4,1M4,34.28033333,-87.60041667
USA,K5M0,5M0,34.40823444,-86.93295056
USA,KM38,M38,34.916,-86.64711111
USA,KHDL,HDL,31.36414,-85.31253
USA,K0J6,0J6,31.36413639,-85.31168333
USA,KMDQ,MDQ,34.859361,-86.557528
USA,K3M5,3M5,34.7473125,-86.4613775
USA,KHSV,HSV,34.637194,-86.775056
USA,KHUA,HUA,34.678656,-86.684783
USA,K4R3,4R3,31.47055972,-87.89590139
USA,KJFX,JFX,33.902,-87.313833
USA,K7A3,7A3,32.81204611,-85.22958111
USA,K70A,70A,32.26713889,-87.71827778
USA,K04A,04A,31.73613889,-86.26222222
USA,KHAB,HAB,34.116944,-87.998222
USA,KA08,A08,32.51052778,-87.38472222
USA,KSCD,SCD,33.171833,-86.305528
USA,KBFM,BFM,30.626778,-88.068083
USA,KMOB,MOB,30.691417,-88.242833
USA,KMVC,MVC,31.458056,-87.351028
USA,KMXF,MXF,32.382944,-86.365778
USA,KMGM,MGM,32.300639,-86.393972
USA,KL44,L44,32.96818028,-87.64056333
USA,KMSL,MSL,34.745306,-87.610222
USA,K20A,20A,33.97105556,-86.38030556
USA,K71J,71J,31.431812,-85.62053392
USA,KHEY,HEY,31.355722,-85.651675
USA,KPLR,PLR,33.558833,-86.249056
USA,K71A,71A,31.96875,-87.59572222
USA,K1A9,1A9,32.43872222,-86.51269444
USA,K3M8,3M8,33.38675278,-88.00657917
USA,K7A5,7A5,33.12928722,-85.366615
USA,KM22,M22,34.44507778,-87.71162361
USA,K1A4,1A4,31.10277778,-86.06222222
USA,KSXS,SXS,31.36266944,-85.84938333
USA,K4A6,4A6,34.68871111,-86.005925
USA,KS63,S63,32.36680417,-87.1041575
USA,KSES,SES,32.44,-86.95
USA,KSEM,SEM,32.343947,-86.987806
USA,K2R5,2R5,30.50191667,-88.27511111
USA,K7A6,7A6,34.88627639,-85.80328889
USA,KHL2,HL2,31.06361111,-87.87
USA,KNFD,NFD,30.507695,-87.64554111
USA,KASN,ASN,33.569506,-86.051203
USA,K41A,41A,32.51494444,-85.87619444
USA,KTOI,TOI,31.86,-86.013889
USA,KTCL,TCL,33.220628,-87.611403
USA,K06A,06A,32.46047222,-85.68002778
USA,K07A,07A,32.16681389,-85.809675
USA,KM55,M55,33.84671889,-88.11547583
USA,K25A,25A,33.74,-85.82580556
USA,K08A,08A,32.52943944,-86.32822139
USA,KM73,M73,34.41232833,-91.46634722
USA,KADF,ADF,34.099806,-93.066083
USA,KM89,M89,34.09980556,-93.06608333
USA,KCVK,CVK,36.264889,-91.562667
USA,KM60,M60,35.27189694,-91.26965556
USA,KM74,M74,35.29947222,-91.55769444
USA,KBVX,BVX,35.726222,-91.647444
USA,KVBT,VBT,36.34525,-94.219336
USA,KSUZ,SUZ,34.590389,-92.479444
USA,K17A,17A,36.32778,-93.62194
USA,K4M1,4M1,36.38133333,-93.62455556
USA,KHKA,HKA,35.940417,-89.830806
USA,KBYH,BYH,35.964333,-89.943944
USA,K4M2,4M2,35.14951111,-93.86214167
USA,,M36,34.88027,-91.17644
USA,K37T,37T,36.16452778,-92.14447222
USA,KCDH,CDH,33.622806,-92.763389
USA,KRBM,RBM,34.850089,-92.300153
USA,K4M3,4M3,34.80822222,-91.71211111
USA,K4M8,4M8,34.64797361,-91.39443806
USA,KH35,H35,35.47069417,-93.427155
USA,KCCA,CCA,35.59775,-92.451583
USA,K2A2,2A2,35.65071903,-92.40381294
USA,KDRP,DRP,35.120056,-90.8265
USA,KCXW,CXW,35.019889,-92.555111
USA,KCWS,CWS,35.08080778,-92.42496167
USA,K12A,12A,35.17752961,-92.33506697
USA,K4M9,4M9,36.40423139,-90.64792639
USA,KCRT,CRT,33.178333,-91.880194
USA,K32A,32A,35.08695667,-93.42751778
USA,KDEQ,DEQ,34.047,-94.399361
USA,K5M1,5M1,34.26228306,-91.30748667
USA,K5M5,5M5,36.34355556,-94.44480833
USA,K4M5,4M5,33.48795333,-91.44261139
USA,K0M0,0M0,33.88475278,-91.534525
USA,KF43,F43,33.19125,-92.66322222
USA,KELD,ELD,33.221239,-92.81175
USA,KXNA,XNA,36.281578,-94.307767
USA,KFYV,FYV,36.005083,-94.170056
USA,KFLP,FLP,36.290889,-92.59025
USA,K5M4,5M4,33.84579222,-92.36552889
USA,KFCY,FCY,34.941997,-90.774967
USA,KQCU,,35.1667,-94.2
USA,KAZU,AZU,35.27509167,-94.22520944
USA,KFSM,FSM,35.336583,-94.367444
USA,K5M8,5M8,33.92377778,-93.16813889
USA,K0R6,0R6,33.52261111,-92.46027778
USA,KHRO,HRO,36.261528,-93.154722
USA,K6M0,6M0,34.75921389,-91.63804583
USA,KHBZ,HBZ,35.511689,-92.013008
USA,KHEE,HEE,34.5765,-90.675889
USA,K2A6,2A6,34.58244444,-91.16522222
USA,KM18,M18,33.72011111,-93.65886111
USA,K6M2,6M2,36.22136944,-91.75548333
USA,KHOT,HOT,34.478028,-93.096222
USA,KH34,H34,36.078215,-93.75483111
USA,KJBR,JBR,35.831722,-90.646417
USA,KM32,M32,33.3459775,-91.31569833
USA,K3M0,3M0,36.34867861,-92.5571075
USA,KLRF,LRF,34.917511,-92.145
USA,KLIT,LIT,34.729444,-92.224778
USA,KAGO,AGO,33.227472,-93.217
USA,KM78,M78,34.33331583,-92.76149944
USA,KMXA,MXA,35.894444,-90.154583
USA,K6M7,6M7,34.78275164,-90.80996283
USA,K6M8,6M8,35.53555556,-90.4
USA,K4A5,4A5,35.89698611,-92.65895556
USA,K7M0,7M0,35.22841667,-91.09316667
USA,K7M1,7M1,33.62022111,-91.36484056
USA,K42A,42A,36.07098333,-91.83013611
USA,KMEZ,MEZ,34.545389,-94.202639
USA,KLLQ,LLQ,33.638556,-91.751
USA,KBDQ,BDQ,35.136194,-92.713497
USA,KMPJ,MPJ,35.138833,-92.909194
USA,K7M3,7M3,34.52908,-93.52942
USA,KMWT,MWT,34.52908111,-93.52942417
USA,KBPK,BPK,36.368942,-92.470528
USA,K7M2,7M2,35.86448028,-92.09033861
USA,KM77,M77,33.99675,-93.83819444
USA,KM19,M19,35.63772222,-91.17638889
USA,KLZK,LZK,34.835,-92.25944444
USA,KORK,ORK,34.833139,-92.254139
USA,K7M4,7M4,35.69114639,-90.01012028
USA,K7M5,7M5,35.51069583,-93.8393075
USA,KPGR,PGR,36.063806,-90.509194
USA,K7M6,7M6,35.29902222,-93.68167778
USA,K7M7,7M7,36.37820556,-90.16624167
USA,KPBF,PBF,34.174514,-91.935606
USA,KM70,M70,36.24551111,-90.95520444
USA,K4F7,4F7,33.80388889,-93.36216667
USA,K7M8,7M8,36.25006306,-90.31954556
USA,KROG,ROG,36.372417,-94.106972
USA,KRUE,RUE,35.259283,-93.092622
USA,K7M9,7M9,36.35590806,-91.83095472
USA,KSRC,SRC,35.210611,-91.737539
USA,K9M8,9M8,34.32842917,-92.35098583
USA,K99A,99A,34.40622222,-91.95875
USA,KSLG,SLG,36.191861,-94.49
USA,KASG,ASG,36.176389,-94.11925
USA,K55M,55M,33.92641667,-91.86111111
USA,K4F8,4F8,33.44319444,-93.05430556
USA,KSGT,SGT,34.599478,-91.575
USA,KTXK,TXK,33.453708,-93.991019
USA,KM27,M27,34.87604167,-94.10930556
USA,KARG,ARG,36.124664,-90.9251
USA,K3M9,3M9,33.56044333,-92.08538861
USA,K8M2,8M2,35.59027222,-90.91367222
USA,KAWM,AWM,35.135056,-90.234444
USA,KM65,M65,35.23160167,-90.76155111
USA,KP01,P01,32.45288889,-112.8614167
USA,KE51,E51,34.59585278,-113.170195
USA,KE95,E95,31.99944444,-110.3579722
USA,KP04,P04,31.36399028,-109.8831286
USA,KBXK,BXK,33.420417,-112.686181
USA,KIFP,IFP,35.154611,-114.559333
USA,KA20,A20,35.00563889,-114.5650278
USA,KA09,A09,34.88816667,-114.6166389
USA,KCGZ,CGZ,32.954889,-111.766833
USA,KIWA,IWA,33.307833,-111.655472
USA,KP19,P19,33.29887625,-111.9154368
USA,KCHD,CHD,33.269111,-111.811111
USA,KE91,E91,36.11088056,-109.5754222
USA,KZ66,Z66,33.34055,-109.49447
USA,KCFT,CFT,32.957039,-109.211161
USA,KAZC,AZC,36.959944,-113.013889
USA,KP08,P08,32.93594444,-111.4265278
USA,KP52,P52,34.73006,-112.03511
USA,KDUG,DUG,31.468944,-109.60375
USA,KP03,P03,31.37108333,-109.6903611
USA,KDGL,DGL,31.342603,-109.506456
USA,KEE0,EE0,32.6895,-111.54932
USA,KE60,E60,32.80675,-111.5866389
USA,KFLG,FLG,35.140317,-111.669242
USA,KFHU,FHU,31.588472,-110.344389
USA,KE24,E24,33.81060833,-109.9857436
USA,KGAX,GAX,32.88525,-112.81631
USA,KGXF,GXF,32.885,-112.720556
USA,KGBN,GBN,32.88754667,-112.719885
USA,KE63,E63,32.96016944,-112.6736375
USA,KGEU,GEU,33.526917,-112.295139
USA,KP13,P13,33.35313889,-110.6673611
USA,KGCN,GCN,35.952361,-112.146972
USA,K40G,40G,35.65064583,-112.1480542
USA,KP14,P14,34.94052778,-110.1382222
USA,K0V7,0V7,36.71491667,-110.2319722
USA,KE67,E67,33.04719444,-110.9090556
USA,KIGM,IGM,35.259472,-113.938056
USA,KHII,HII,34.571111,-114.358278
USA,KL41,L41,36.81080556,-111.6444444
USA,KE68,E68,33.08532667,-112.1609794
USA,KL25,L25,36.09322222,-114.0467222
USA,KFFZ,FFZ,33.460833,-111.728333
USA,KOLS,OLS,31.417722,-110.847889
USA,KPGA,PGA,36.926083,-111.448361
USA,KP20,P20,34.149825,-114.2678417
USA,KPAN,PAN,34.256836,-111.339256
USA,KL37,L37,35.527,-113.2474167
USA,K1G4,1G4,35.99037722,-113.8164239
USA,KP48,P48,33.80059111,-112.2507153
USA,KBE1,BE1,33.47903,-112.25678
USA,KPHX,PHX,33.434278,-112.011583
USA,KA39,A39,32.99080556,-111.9185278
USA,KSRP,SRP,33.2833,-111.6667
USA,KLUF,LUF,33.534978,-112.383178
USA,KGYR,GYR,33.423278,-112.375361
USA,KP18,P18,33.47198833,-111.9637567
USA,K20E,20E,33.45643278,-112.0243133
USA,KDVT,DVT,33.688306,-112.082556
USA,KPCA,PCA,32.65833333,-111.475
USA,KE37,E37,32.84784333,-109.8817481
USA,KP10,P10,35.79161111,-110.4233889
USA,KPRC,PRC,34.654833,-112.419222
USA,KSAD,SAD,32.853333,-109.635083
USA,KRQE,,35.652056,-109.067389
USA,K44A,44A,32.51630556,-114.6983889
USA,KE77,E77,32.63641667,-110.6472778
USA,KSDL,SDL,33.622889,-111.910528
USA,KSEZ,SEZ,34.848583,-111.788444
USA,KP23,P23,35.33491667,-112.88625
USA,KE78,E78,31.93258333,-111.89425
USA,KSOW,SOW,34.265472,-110.005667
USA,,D68,34.12942,-109.31086
USA,KJTC,JTC,34.129417,-109.310861
USA,KSJN,SJN,34.518556,-109.37875
USA,KE81,E81,33.27783389,-111.127065
USA,KTYL,TYL,34.452722,-110.115028
USA,KU30,U30,36.02044444,-114.3349167
USA,KP29,P29,31.67130556,-110.0215278
USA,KT03,T03,36.09263889,-111.3830833
USA,KMZJ,MZJ,32.509833,-111.325333
USA,KTUS,TUS,32.116069,-110.941014
USA,KAVQ,AVQ,32.409556,-111.218389
USA,KRYN,RYN,32.142222,-111.174583
USA,KDMA,DMA,32.166364,-110.883172
USA,K40G,,35.65,-112.15
USA,K1Z1,1Z1,36.2565,-113.2308889
USA,KE25,E25,33.97063972,-112.7951471
USA,KP33,P33,32.24541667,-109.8946389
USA,KCMR,CMR,35.3055,-112.194361
USA,KRQE,RQE,35.652056,-109.067389
USA,KINW,INW,35.021911,-110.722517
USA,KYUM,YUM,32.65,-114.6
USA,KNYL,NYL,32.656575,-114.605986
USA,KLGF,LGF,32.86,-114.396667
USA,KA26,A26,41.1865,-120.9543889
USA,KL54,L54,32.95569444,-116.2947222
USA,KL70,L70,34.50256944,-118.3146444
USA,KA24,A24,41.41219444,-120.6840556
USA,KAAT,AAT,41.482861,-120.565417
USA,K2O3,2O3,38.58002778,-122.4354722
USA,KAPV,APV,34.575333,-117.186194
USA,KACV,ACV,40.977833,-124.108472
USA,KAUN,AUN,38.954833,-121.081722
USA,KL11,L11,33.33836194,-118.3120164
USA,KAVX,AVX,33.404997,-118.415769
USA,K0O2,0O2,35.28627778,-116.0813611
USA,KBFL,BFL,35.433861,-119.057667
USA,KL45,L45,35.32486111,-118.9960278
USA,KBNG,BNG,33.922556,-116.850972
USA,KO02,O02,39.81852778,-120.3528333
USA,KUDD,UDD,33.748439,-116.274814
USA,KO55,O55,41.13955556,-121.1239722
USA,KL35,,34.267,-116.85
USA,KL35,L35,34.26377778,-116.8560278
USA,KBIH,BIH,37.373111,-118.363611
USA,KBLU,BLU,39.274972,-120.70975
USA,KBLH,BLH,33.619167,-114.716889
USA,KD83,D83,39.01391667,-123.3818611
USA,KL08,L08,33.25902778,-116.3209722
USA,KBWC,BWC,32.992939,-115.517264
USA,KO57,O57,38.26411111,-119.2227222
USA,KBAN,BAN,38.3557,-119.5188
USA,KF25,F25,39.45522222,-121.2916389
USA,KBUR,BUR,34.200694,-118.358667
USA,KL62,L62,35.35344444,-119.4797222
USA,KC83,C83,37.82844444,-121.6258333
USA,KCCB,CCB,34.111611,-117.687389
USA,KCXL,CXL,32.667444,-115.517583
USA,KL71,L71,35.15125,-118.0166667
USA,KCLR,CLR,33.131333,-115.521389
USA,KCMA,CMA,34.21375,-119.094361
USA,KO61,O61,38.684,-120.9875278
USA,KCZZ,CZZ,32.6167,-116.4667
USA,KCRQ,CRQ,33.12825,-117.280083
USA,K7L1,7L1,33.83418361,-118.2617378
USA,KO59,O59,41.55361111,-120.1656111
USA,K49X,49X,34.52897222,-114.4320833
USA,KO05,O05,40.28235278,-121.2411683
USA,K5Q2,5Q2,40.28849528,-121.2432983
USA,KCIC,CIC,39.795389,-121.858417
USA,KQCK,,35.333,-117.1
USA,KCNO,CNO,33.974781,-117.636483
USA,KL77,L77,33.66488889,-115.71
USA,K2O6,2O6,37.11327778,-120.2469444
USA,K7L5,7L5,34.00417861,-117.9370075
USA,KO60,O60,38.77597147,-122.9924166
USA,KC80,C80,36.16313889,-120.2938139
USA,K3O8,3O8,36.24811111,-120.2384722
USA,K6Q0,6Q0,38.034645,-120.4121394
USA,KO22,O22,38.03042822,-120.4145538
USA,KO08,O08,39.17900053,-121.9933368
USA,KCPM,CPM,33.889917,-118.243806
USA,KCCR,CCR,37.989667,-122.056889
USA,KCRO,CRO,36.10263889,-119.5946667
USA,K0O4,0O4,39.94363889,-122.1711389
USA,KAJO,AJO,33.897653,-117.602439
USA,KO09,O09,39.7905,-123.2663333
USA,KCEC,CEC,41.780167,-124.236528
USA,KNRC,NRC,37.40799056,-121.1093761
USA,KDAG,DAG,34.853722,-116.786694
USA,KEDU,EDU,38.531461,-121.786481
USA,KDWA,DWA,38.579389,-121.856944
USA,KL06,L06,36.4605,-116.8798056
USA,KL09,L09,36.60383333,-117.1592222
USA,KDLO,DLO,35.745556,-119.2365
USA,KD63,D63,40.49202778,-123.5982222
USA,KA32,A32,41.88723611,-121.9755944
USA,K1O6,1O6,41.26305556,-122.2721111
USA,KEDW,EDW,34.918033,-117.87905
USA,K9L2,9L2,34.99080778,-117.8631214
USA,KNJK,NJK,32.826633,-115.668561
USA,KEMT,EMT,34.086008,-118.034844
USA,KE27,E27,38.39236111,-121.33075
USA,KEKA,EKA,40.803389,-124.112806
USA,KO33,O33,40.78086111,-124.2122778
USA,KO19,O19,40.71905556,-123.9272222
USA,KO63,O63,36.24247222,-119.1496944
USA,KSUU,SUU,38.264536,-121.924131
USA,KO89,O89,41.01877417,-121.4333136
USA,KL18,L18,33.35419806,-117.2508686
USA,KL73,L73,35.59638889,-119.1282778
USA,KF34,F34,36.85998861,-120.4644675
USA,KC39,C39,38.70722222,-121.1333333
USA,KA28,A28,41.8765,-120.1466389
